pmid,pmcid,title,figure_id,figure_title,figure_url,source_node_name,source_node_type,source_node_uri,target_node_name,target_node_type,target_node_uri,edge_type_annotation,edge_type_prediction,result
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,mTOR,molecule,http://purl.obolibrary.org/obo/PR_P42345,SASP genes,molecule,http://purl.bioontology.org/ontology/HOIP/HOIP_0060820,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ROS,,http://purl.obolibrary.org/obo/CHEBI_26523,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IL-6,molecule,http://purl.obolibrary.org/obo/PR_P05231,Autocrine senescence,process,http://purl.obolibrary.org/obo/GO_0035425,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IL-8,molecule,http://purl.obolibrary.org/obo/PR_P10145,Autocrine senescence,process,http://purl.obolibrary.org/obo/GO_0035425,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Gro-α,molecule,http://purl.obolibrary.org/obo/PR_P09341,Autocrine senescence,process,http://purl.obolibrary.org/obo/GO_0035425,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IGFBP-7,molecule, http://purl.obolibrary.org/obo/PR_Q16270,Autocrine senescence,process,http://purl.obolibrary.org/obo/GO_0035425,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,PAI-1,molecule,http://purl.obolibrary.org/obo/PR_P05121,Autocrine senescence,process,http://purl.obolibrary.org/obo/GO_0035425,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IFN-γ,molecule,http://purl.obolibrary.org/obo/PR_P01579,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,TGF-β,molecule,http://purl.obolibrary.org/obo/PR_P01137,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IL-1α,molecule,http://purl.obolibrary.org/obo/PR_P01583,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,VEGF,molecule,http://purl.obolibrary.org/obo/PR_P15692,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,CCL2,molecule,http://purl.obolibrary.org/obo/PR_P13500,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,CCL20,molecule,http://purl.obolibrary.org/obo/PR_P78556,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,CCFs,molecule,http://purl.bioontology.org/ontology/HOIP/HOIP_0060832,cGAS,molecule,http://purl.obolibrary.org/obo/PR_Q8N884,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cGAS,molecule,http://purl.obolibrary.org/obo/PR_Q8N884,STING,molecule,http://purl.obolibrary.org/obo/PR_Q9H5V9,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,SAHF,,http://purl.obolibrary.org/obo/GO_0035985,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,DNA-SCARS,,http://purl.bioontology.org/ontology/HOIP/HOIP_0060833,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,LaminB1,molecule,http://purl.obolibrary.org/obo/PR_P20700,nega,nega,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,metabolic changes （lysosomal and mitochondrial expansion),process,http://purl.bioontology.org/ontology/HOIP/HOIP_0002130,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,SA-β-gal,molecule,http://purl.obolibrary.org/obo/PR_P16278,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,Autophagy,process,http://purl.obolibrary.org/obo/GO_0010506,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,http://purl.obolibrary.org/obo/GO_0090398,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Matrix Remodeling,process,http://purl.obolibrary.org/obo/GO_0030198,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Mitogenic Signals,process,http://purl.obolibrary.org/obo/GO_0000165,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Clearance Regulation,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060838,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Inflammation,process,http://purl.obolibrary.org/obo/GO_0006954,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Immune Modulation,process,http://purl.obolibrary.org/obo/GO_0050776,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Cell Proliferation,process,http://purl.obolibrary.org/obo/GO_0008283,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Cell Migration,process,http://purl.obolibrary.org/obo/GO_0016477,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Cell Differentiation,process,http://purl.obolibrary.org/obo/GO_0030154,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Cell Plasticity,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060836,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Vascularization,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0005046,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Pro-fibrotic,process,http://purl.obolibrary.org/obo/MPATH_181,posi,nega,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Pro-Inflammatory,process,http://purl.obolibrary.org/obo/GO_0050729,posi,nega,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,SC Accumulation,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060125,posi,nega,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Stem Cell Exhaustion,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060095,posi,nega,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Tissue Dysfunction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0039037,posi,nega,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Anti-fibrotic,process,http://purl.obolibrary.org/obo/MPATH_181,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Anti-Inflammatory,process,http://purl.obolibrary.org/obo/GO_0050728,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,SC clearance,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060246,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Tissue Patterning,process,http://purl.obolibrary.org/obo/GO_0007389,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Development,process,http://purl.obolibrary.org/obo/GO_0032502,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Repair,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060170,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Regeneration,process,http://purl.obolibrary.org/obo/GO_0042246,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Tumour Suppression,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060841,posi,posi,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Tumour Progression,process,http://purl.obolibrary.org/obo/NCIT_C17609,posi,nega,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Chronic Inflammation,process,http://purl.obolibrary.org/obo/GO_0006954,posi,nega,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Age related diseases,disease,http://purl.bioontology.org/ontology/HOIP/HOIP_0060002,posi,nega,False
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Excessive calorie intake,process,http://purl.obolibrary.org/obo/GO_0002021,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Carcinogen,molecule,http://purl.obolibrary.org/obo/NCIT_C347,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,p38MAPK,molecule,http://purl.obolibrary.org/obo/PR_000003106,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p38MAPK,molecule,http://purl.obolibrary.org/obo/PR_000003106,ETS2,molecule,http://purl.obolibrary.org/obo/PR_P15036,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ETS2,molecule,http://purl.obolibrary.org/obo/PR_P15036,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Radiation,process,http://purl.obolibrary.org/obo/ENVO_01001023,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Chemical agents,compound,http://purl.obolibrary.org/obo/CHEBI_59999,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Impaired mitophagy,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060848,Accumulation of damaged mitochondria,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060849,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Accumulation of damaged mitochondria,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060849,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,NAD+,compound,http://purl.obolibrary.org/obo/CHEBI_15846,nega,nega,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,ERK,molecule,http://purl.obolibrary.org/obo/PR_P28482,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,ERK,molecule,http://purl.obolibrary.org/obo/PR_P27361,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ERK,molecule,http://purl.obolibrary.org/obo/PR_P28482,BMI1,molecule,http://purl.obolibrary.org/obo/PR_P35226,nega,nega,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ERK,molecule,http://purl.obolibrary.org/obo/PR_P27361,BMI1,molecule,http://purl.obolibrary.org/obo/PR_P35226,nega,nega,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,BMI1,molecule,http://purl.obolibrary.org/obo/PR_P35226,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,nega,posi,False
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,CDK4/6-cyclinD,molecule,http://purl.obolibrary.org/obo/GO_0097128,nega,nega,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,CDK4/6-cyclinD,molecule,http://purl.obolibrary.org/obo/GO_0097131,nega,nega,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,CDK4/6-cyclinD,molecule,http://purl.obolibrary.org/obo/GO_0097128,Rb-E2F complex,molecule,http://purl.obolibrary.org/obo/GO_0035189,nega,nega,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,CDK4/6-cyclinD,molecule,http://purl.obolibrary.org/obo/GO_0097131,Rb-E2F complex,molecule,http://purl.obolibrary.org/obo/GO_0035189,nega,nega,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Rb-E2F complex,molecule,http://purl.obolibrary.org/obo/GO_0035189,Cell-cycle genes,molecule,http://purl.bioontology.org/ontology/HOIP/HOIP_0060858,nega,nega,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,p38MAPK,molecule,http://purl.obolibrary.org/obo/PR_000003106,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,NAD+,compound,http://purl.obolibrary.org/obo/CHEBI_15846,Sirtuin 1,molecule,http://purl.obolibrary.org/obo/PR_Q96EB6,posi,nega,False
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Sirtuin 1,molecule,http://purl.obolibrary.org/obo/PR_Q96EB6,FOXO3,molecule,http://purl.obolibrary.org/obo/PR_O43524,nega,posi,False
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,FOXO3,molecule,http://purl.obolibrary.org/obo/PR_O43524,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ERK,molecule,http://purl.obolibrary.org/obo/PR_P27361,p90,molecule,http://purl.obolibrary.org/obo/PR_Q15418,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ERK,molecule,http://purl.obolibrary.org/obo/PR_P27361,p90,molecule,http://purl.obolibrary.org/obo/PR_Q15418,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p90,molecule,http://purl.obolibrary.org/obo/PR_Q15418,c/EBPβ,molecule,http://purl.obolibrary.org/obo/PR_P17676,posi,posi,True
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Carcinogen,molecule,http://purl.obolibrary.org/obo/NCIT_C347,Tumour suppressor gene,molecule,http://purl.bioontology.org/ontology/HOIP/HOIP_0060872,posi,nega,False
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,Tumour suppressor gene,molecule,http://purl.bioontology.org/ontology/HOIP/HOIP_0060872,AKT,molecule,http://purl.obolibrary.org/obo/PR_P31749,nega,posi,False
